ds,ico,nazev
pkhbjvg,00640671,Obec Záhornice
seqa4c6,00207381,Obec Záhorovice
a98bheu,00253880,Obec Zahořany
9dpb6zb,00640778,OBEC ZAHOŘANY
8szb55y,00667285,Obec Záhoří
hh5ass9,00512770,Obec Záhoří
emfedwp,00250244,Obec Záhoří
2vkbtd8,00276308,OBEC ZÁHOŘÍ
cezanwk,00599191,Obec Zahrádka
fp5biew,18246109,Obec Zahrádka
vpxbmhd,00666564,Obec Zahrádky
gaqbvmb,00261092,Obec Zahrádky
3iwbjwr,00283746,Obec Zaječí
ft8b3ir,00271233,Obec Zaječice
wfkb4qa,00234044,Obec Zaječov
vccaj2p,00640531,Obec Zájezd
f2fa5qq,00654663,Obec Zájezdec
uvgb3be,00515795,Obec Zajíčkov
t85bvnk,00235156,Obec Zákolany
jbuaz7t,00282880,Obec Zakřany
qxzaz6a,00637661,Obec Zálesí
wj6az5s,49457284,Obec Zálesná Zhoř
v79efms,00473774,Obec Zalešany
srmbjwv,00237353,Obec Zálezlice
h6yb625,00250856,Obec Zálezly
c9hjdnm,00273252,OBEC ZALOŇOV
v8damc8,00667293,Obec Zálší
qtqa5qk,00279803,Obec Zálší
yyjbaek,00243604,Obec Zalužany
dw4buw7,00526452,Obec Záluží
dugb49z,00234052,Obec Záluží
dr8a38m,47786647,Obec Zálužice
cacb3u6,00275531,OBEC ZÁMĚL
ipea6vz,00578665,OBEC ZÁMOSTÍ - BLATA
pbxbsz5,00279811,Obec Zámrsk
td9asik,00600881,Obec Zámrsky
r62a8pi,00599204,Obec Zárubice
ze6ar67,00237361,Obec Záryby
rfaa3tm,00279820,Obec Zářecká Lhota
xrmarid,00287903,Obec Záříčí
38baz47,00488399,Obec Zastávka
8iwari9,00380857,Obec Zástřizly
fdzbaew,00304476,Obec Zašová
pc4aq7n,00599255,Obec Zašovice
6kqbad4,00296473,Obec Zátor
epzaxyj,00635553,Obec Závada
z4dau2q,00244619,Obec Zavidov
7whj2si,43420591,Obec Závist
4v8bnvn,00600709,Obec Závišice
qhebieq,00256315,Obec Zavlekov
ewfb7sq,00581534,Obec Závraty
z7kbgxt,00244627,Obec Zbečno
7ambw6j,00511692,Obec Zbelítov
gvsak5c,00663042,Obec Zbenice
f3wbw7d,00511463,Obec Zběšičky
2acj2t3,00373991,Obec Zbilidy
nt3au4t,00374083,Obec Zbinohy
9agbi46,00236632,Obec Zbizuby
czkaz5z,00637157,Obec Zblovice
wr4a3cz,00853143,Obec Zborov
jjrjdqf,00287920,obec zborovice
29rawsf,43313825,Obec Zborovy
55maj2j,00875953,Obec Zbožíčko
kz6badd,00282910,Obec Zbraslav
7f3arss,00840581,Obec Zbraslavec
rbkb3mw,00236641,Obec Zbraslavice
zakburp,00556491,Obec Zbrašín
c23btkp,00258555,Obec Zbůch
b5nange,00640221,Obec Zbuzany
av9brbh,00600695,Obec Zbyslavice
wwaa95p,00236659,Obec Zbýšov
6idajpq,00542440,Obec Zbýšov
usze6wj,00250864,Obec Zbytiny
hb7arj3,00304484,Obec Zděchov
zkza5qh,00274623,Obec Zdechovice
rn3ak59,44444362,OBEC ZDECHOVICE
dq9bhcx,00275549,OBEC ZDELOV
zapbiek,00257451,Obec Zdemyslice
55iawdn,00374229,Obec Zdeňkov
qmhb3ik,15054225,Obec Zderaz
xifb4gq,00508926,Obec Zdětín
gx2bm6t,00600105,Obec Zdětín
vt2b6m8,00241032,Obec Zdiby
pg7babg,00250872,Obec Zdíkov
q3han25,00481491,Obec Zdislava
8rqapy6,00580864,OBEC ZDOBÍN
f74b5y6,00275557,OBEC ZDOBNICE
epwbabk,00287938,Obec Zdounky
e3yap3v,00473910,Obec Zduchovice
ih6bpjp,00373605,Obec Zelená Hora
vc2a5xm,00271829,Obec Zelenecká Lhota
zqhaskc,00241041,OBEC ZELENEČ
pwwauu9,00257460,Obec Zemětice
6ihjdwr,00250287,Obec Zhoř
8kkj2vv,00637777,Obec Zhoř
vqwa8d3,00573655,Obec Zhoř
bisbaa7,00286974,Obec Zhoř
h3xawfv,00667307,Obec Zhoř u Mladé Vožice
86vb8je,00582476,Obec Zhoř u Tábora
9c7ayec,00584070,Obec Zhořec
t48apuk,00640468,Obec Zichovec
2jdbvqc,00368687,Obec Zlámanec
et7a6rc,00472131,Obec Zlatá
6uzb2aq,00246212,Obec Zlatá Koruna
6p2bjx6,00262625,Obec Zlatá Olešnice
ks9bnai,00278483,Obec Zlatá Olešnice
dchbhpr,00511498,Obec Zlátenka
iqvbycp,00241873,Obec Zlatníky - Hodkovice
gj6bjqf,00291609,Obec Zlechov
r5garjv,00287954,Obec Zlobice
h84ap4a,00510572,Obec Zlončice
a9mak6v,00241067,Obec Zlonín
t4casmu,00237388,Obec Zlosyň
me4amce,00667315,Obec Zlukov
w53atfb,00599964,Obec Znětínek
qakbjys,00258563,Obec Zruč-Senec
ekpaneh,00246221,Obec Zubčice
u58a7hq,00556874,Obec Zubrnice
cc9aug7,00842656,Obec Zubří
c2jakzm,00241075,Obec Zvánovice
nhuaxfx,44065540,Obec Zvěrkovice
hdgb7qu,00667323,Obec Zvěrotice
8yiane3,00640689,Obec Zvěřínek
qs2ajtp,00233099,Obec Zvěstov
fj5anxz,00580147,Obec Zvěstovice
bjdb6i6,00581968,Obec Zvíkov
9a6b4z4,00665681,Obec Zvíkov
dzta98b,00511765,Obec Zvíkovské Podhradí
sv4atng,00295817,Obec Zvole
2mzbmdi,00303666,Obec Zvole
v4yam5a,00241890,Obec Zvole
2kcbgky,00235181,Obec Zvoleněves
6frat2j,42634709,Obec Zvolenovice
zszeciz,00667960,Obec Zvotoky
hzwb22m,00282936,Obec Žabčice
h3nbvg3,00576867,Obec Žabeň
symavnp,00473782,Obec Žabonosy
m8hawzq,00245747,Obec Žabovřesky
ac8bu8p,00526771,Obec Žabovřesky nad Ohří
e7vbvvu,00285510,Obec Žádovice
gj3bv3h,48333310,Obec Žákava
u5faxxu,00600890,Obec Žákovice
udpas32,00236675,Obec Žáky
9rubaeh,00266655,Obec Žalany
dvqaq4f,00264709,Obec Žalhostice
6epbjhy,00287962,Obec Žalkovice
9jwa87c,00279854,Obec Žampach
snwb6ku,00581976,Obec Žár
634azpg,00274640,Obec Žáravice
fnab2bh,00285528,Obec Žarošice
5zxbjut,00583413,Obec Žárovná
dxvb4gz,00282944,Obec Žatčany
bepaq6d,00374237,Obec Žatec
rmbasps,00473791,Obec Ždánice
yajaxy9,00842176,Obec Ždánice
5kbbnyx,00572594,Obec Ždánov
9b2bz8t,00281344,Obec Žďár
snbbact,00238945,Obec Žďár
shub2kc,00583952,Obec Žďár
cmtamci,00640034,Obec Žďár
9u3bwbm,00512028,Obec Žďár
83rbab6,00273279,OBEC ŽĎÁR NAD METUJÍ
bb3azh9,00275565,OBEC ŽĎÁR N.O.
hnzbjgv,00295833,Obec Žďárec
5pzan6r,00671860,Obec Žďárek
6rva32j,00273287,OBEC ŽĎÁRKY
hu2bacy,00281352,Obec Žďárná
n8ibts5,00257478,Obec Ždírec
4zwan3e,00673463,Obec Ždírec
ecqbrs2,00287008,Obec Ždírec
a2qay32,15060918,Obec Ždírec
26fak8d,00239992,Obec Žehuň
k5gbjxd,00302287,Obec Želatovice
37iasie,00635766,Obec Želechovice
59fb37m,75158094,Obec Želechovice nad Dřevnicí
xppbjs2,00253201,Obec Želeč
nwebjs5,00288993,Obec Želeč
8a5a78p,00875520,Obec Želenice
m9vb2tg,00266205,Obec Želenice
vyparpk,00282952,Obec Želešice
d4fazvf,00637165,Obec Želetice
2e4bzap,00285544,Obec Želetice
3u8a68m,00875121,Obec Železná
6vybk6c,00366129,Obec Železné
mpjaqju,00249483,Obec Želiv
aeaa5r9,00579670,Obec Želivsko
nm5atvm,00237396,Obec Želízy
t7na37w,47786655,Obec Želkovice
idvbs5y,00583154,OBEC ŽELNAVA
g99bjtq,00600831,Obec Ženklava
f5nbrmt,00287971,Obec Žeranovice
kb3baa3,00285552,Obec Žeravice
nnwa3ff,00488887,Obec Žeraviny
wspbxkv,00238953,Obec Žerčice
knvb37x,00272434,Obec Žeretice
fekb6nv,00494259,Obec Žermanice
fqbavqr,00580848,Obec Žernov
78bb49k,00583162,Obec Žernovice
nvqazvb,00637289,Obec Žernovník
5a6azup,00104051,Obec Žerotice
8gybjsw,00299758,Obec Žerotín
rq8byht,00556505,Obec Žerotín
axbazu2,00636703,Obec Žerůtky
7hibi9e,00225606,Obec Žerůtky
i7ja5r5,00279862,Obec Žichlínek
7vbbx2v,00256374,Obec Žichovice
baeauqp,00508985,Obec Židněves
qfxaqx4,00526479,Obec Židovice
zwca56k,00578673,OBEC ŽIDOVICE
39pb5wx,00258580,Obec Žihle
gnkbx3q,00256366,Obec Žihobce
jy6asqc,00235202,Obec Žilina
tntajex,00258598,Obec Žilov
e82at3d,00266663,Obec Žim
iphauix,00245763,Obec Žimutice
2f6a9ta,00515914,Obec Žirov
hf4bxd2,00667331,Obec Žíšov
qc2byb6,00264725,Obec Žitenice
jrabjrs,00542351,Obec Žítková
wbsakj8,00240001,Obec Žitovlice
tyua5rz,00274658,Obec Živanice
93ybieg,00574074,Obec Životice
5pqbm7x,48804711,Obec Životice u Nového Jičína
4rjjd3z,00235962,Obec Žiželice
axzbjrx,00265772,Obec Žiželice
2zaatjy,00235211,Obec Žižice
psmayej,00268569,Obec Žižkovo Pole
zesb3ig,15054233,Obec Žlebské Chvalovice
g6xa99q,00236691,Obec Žleby
jqebni3,00272451,Obec Žlunice
xkda982,00284734,Obec Žlutava
na5annx,00663051,Obec Županovice
fzvjd2v,00666599,Obec Županovice
dqiefdg,75046962,Oblastní inspektorát práce pro hlavní město Prahu se sídlem v Praze
n7wefgn,75046962,Oblastní inspektorát práce pro Jihočeský kraj a Vysočinu se sídlem v Českých Budějovicích
a9heffd,75046962,Oblastní inspektorát práce pro Jihomoravský kraj a Zlínský kraj se sídlem v Brně
8sgefgc,75046962,Oblastní inspektorát práce pro Královéhradecký kraj a Pardubický kraj se sídlem v Hradci Králové
5bzeezt,75046962,Oblastní inspektorát práce pro Moravskoslezský kraj a Olomoucký kraj se sídlem v Ostravě
uiqeezx,75046962,Oblastní inspektorát práce pro Plzeňský kraj a Karlovarský kraj se sídlem v Plzni
nhtefdc,75046962,Oblastní inspektorát práce pro Středočeský kraj se sídlem v Praze
xy7efgi,75046962,Oblastní inspektorát práce pro Ústecký kraj a Liberecký kraj se sídlem v Ústí nad Labem
q9iadw9,47114321,"Oborová zdravotní pojišťovna zaměstnanců bank, pojišťoven a stavebnictví"
ixaaduf,00025844,Obvodní báňský úřad pro území Hlavního města Prahy a kraje Středočeského
7nyadvm,00025844,Obvodní báňský úřad pro území kraje Karlovarského
4huadu8,00025844,Obvodní báňský úřad pro území kraje Ústeckého
95zadtp,00025844,Obvodní báňský úřad pro území krajů Jihomoravského a Zlínského
gf9adwf,00025844,Obvodní báňský úřad pro území krajů Královéhradeckého a Pardubického
tqjaduc,00025844,Obvodní báňský úřad pro území krajů Libereckého a Vysočina
da5adv2,00025844,Obvodní báňský úřad pro území krajů Moravskoslezského a Olomouckého
m4eadvu,00025844,Obvodní báňský úřad pro území krajů Plzeňského a Jihočeského
mwgacnn,49709640,Obvodní hospodářská komora Praha 7
c47acnu,25127501,Obvodní hospodářská komora v Praze 5
pd3ab3a,00024384,Obvodní soud pro Prahu 1
8aiabyn,00024473,Obvodní soud pro Prahu 10
eksab3e,00024392,Obvodní soud pro Prahu 2
5thab2j,00024406,Obvodní soud pro Prahu 3
uz8ab2r,00024414,Obvodní soud pro Prahu 4
j8xab2v,00024422,Obvodní soud pro Prahu 5
bfnab2z,00024431,Obvodní soud pro Prahu 6
2ndabz7,00024449,Obvodní soud pro Prahu 7
ru4abzc,00024457,Obvodní soud pro Prahu 8
g3tabzg,00024465,Obvodní soud pro Prahu 9
iauaiiq,00026000,Obvodní státní zastupitelství pro Prahu 1
s7iahri,00026000,Obvodní státní zastupitelství pro Prahu 10
kvaahpq,00026000,Obvodní státní zastupitelství pro Prahu 2
vnjahpm,00026000,Obvodní státní zastupitelství pro Prahu 3
6fuahph,00026000,Obvodní státní zastupitelství pro Prahu 4
e85ahqb,00026000,Obvodní státní zastupitelství pro Prahu 5
p2eahq5,00026000,Obvodní státní zastupitelství pro Prahu 6
ytpahqz,00026000,Obvodní státní zastupitelství pro Prahu 7
9kyahqw,00026000,Obvodní státní zastupitelství pro Prahu 8
id9ahrq,00026000,Obvodní státní zastupitelství pro Prahu 9
xjsn2gp,72080043,Odvolací finanční ředitelství
z8rae5c,49449320,Okresní agrární komora Blansko
jtbae6y,49448005,Okresní agrární komora pro okresy Brno-město a Brno-venkov
az2ae66,63491486,Okresní agrární komora Břeclav
ukkae6v,49904485,Okresní agrární komora pro okres Chomutov
5dvae6r,49864068,Okresní agrární komora Česká Lípa
txdaca9,49060783,Okresní agrární komora České Budějovice
d66ae7j,60850892,Okresní agrární komora Český Krumlov
nyfae7d,49096761,Okresní agrární komora Děčín pro okresy Děčín   a Ústí nad Labem v likvidaci
8izae76,48172871,Okresní agrární komora Havlíčkův Brod
vpfaewb,60709375,Okresní agrární komora Hodonín
r5jae8s,25350854,Okresní agrární komora Jeseník
2wuae8n,48173231,Okresní agrární komora Jičín
kheae9b,49194887,Okresní agrární komora v Klatovech
vapae97,46355341,Okresní agrární komora Kolín
53yae93,49435418,Okresní agrární komora Kroměříž
pniafaq,46355235,Okresní agrární komora Kutná Hora
yujaexp,49097580,Okresní agrární komora Liberec a Jablonec nad Nisou
yftafak,62244442,Okresní agrární komora Louny
884afag,46355545,Okresní Agrární komora Mladá Boleslav
h2dafb8,48293865,Okresní agrární komora Most
s8eaey8,46355782,Okresní Agrární komora Nymburk
stnafb4,47673583,Okresní Agrární komora Olomouc
mj9aezt,60112026,Okresní agrární komora Pardubice
66taezh,25204564,Okresní agrární komora Plzeň-sever
bp5ae9h,49452517,Okresní agrární komora pro okres Jihlava
k7hafcm,49435256,Okresní agrární komora pro okres Prostějov
9w7afds,49434438,Agrární komora Uherské Hradiště
abxae3u,25778358,Okresní agrární komora
actacaj,61171000,OKRESNÍ AGRÁRNÍ KOMORA ROKYCANY
twhae3i,48172863,Okresní agrární komora Rychnov nad Kněžnou
dg3ae49,47673796,Okresní Agrární komora Šumperk
fjcafd6,49062913,Okresní agrární komora Tábor
y5wafdw,60913991,Okresní agrární komora Trutnov
qcmafd2,49437127,Okresní agrární komora Třebíč
xrqae7a,49194534,Okresní agrární komora v Domažlicích
e9zaexz,49060147,Okresní agrární komora v Jindřichově Hradci
3kxafbz,49061054,Okresní agrární komora v Písku
cd8afct,47674407,Okresní agrární komora v Přerově
iqgafej,49436813,Okresní agrární komora  Vyškov
thrafef,49432931,Agrární komora Zlín
dhxacby,49444417,Okresní agrární komora pro okres Žďár nad Sázavou
na8acbu,25607898,Okresní Hospodářská komora Benešov
5zgnnxb,29205379,Okresní hospodářská komora Blansko
7vsacbi,60726261,Okresní hospodářská komora Brno - venkov
gn3accd,25379607,Okresní hospodářská komora Bruntál
rgcacc7,49454463,Okresní hospodářská komora Břeclav
d72acea,48365513,Krajská hospodářská komora Karlovarského kraje
z9macc3,48269280,Okresní hospodářská komora Česká Lípa
a2wacdv,60279699,Okresní hospodářská komora Děčín
jt7acdr,00870480,Okresní hospodářská komora Domažlice
umgacdk,60110201,Okresní hospodářská komora Havlíčkův Brod
5eracdg,48532312,Okresní hospodářská komora Hodonín
8jvacev,25835009,Okresní hospodářská komora Jeseník
hc6acfp,48910805,Okresní hospodářská komora Jihlava
2xqacfd,60793023,Okresní hospodářská komora Karviná
bqzacg8,46355596,Okresní hospodářská komora Kladno
kiaacg2,49194097,Okresní hospodářská komora Klatovy
vbjacgw,46355693,Okresní hospodářská komora Kolín
54uacgs,60730960,Okresní hospodářská komora Kroměříž
ev5achk,49546414,Okresní hospodářská komora Kutná Hora
ppeachf,48289027,Okresní hospodářská komora Liberec
89yach7,49096664,Okresní hospodářská komora Louny
suiacit,46355049,Okresní hospodářská komora Mladá Boleslav
3mtaciq,48290661,Okresní hospodářská komora Most
ce4acji,47673699,Okresní hospodářská komora Olomouc
k8dacjc,47673320,Okresní hospodářská komora Opava
fj8ackx,25151061,Okresní hospodářská komora Pelhřimov
9x3ackh,26413531,Okresní hospodářská komora Plzeň - jih
qdhackr,26396483,Okresní hospodářská komora Plzeňsko
gabacp7,47676981,Okresní hospodářská komora Přerov
q3kacp3,62618776,Okresní hospodářská komora Rokycany
zuvacpx,25279491,Okresní hospodářská komora Semily
t8qacqg,47673176,Okresní hospodářská komora Šumperk
4zzacqc,62243837,Okresní hospodářská komora Teplice
dtaacr4,60698187,Okresní hospodářská komora Třebíč
xduacrv,48289205,Okresní hospodářská komora Ústí nad Labem
nzbace4,48290572,Okresní hospodářská komora v Chomutově
xskacey,49101943,Okresní hospodářská komora v Jablonci nad Nisou
ygpachb,49100157,Okresní hospodářská komora v Litoměřicích
h29aciz,25091956,Okresní hospodářská komora v Mělníku
wpracnj,48532517,Okresní hospodářská komora v Prostějově
7g2acnf,46354891,Okresní hospodářská komora v Příbrami
gyeacsg,60714948,Okresní hospodářská komora Vyškov
2iyacs9,48910309,Okresní hospodářská komora Znojmo
bb9act3,60717475,Okresní hospodářská komora Žďár nad Sázavou
w7wabin,00025071,Okresní soud Brno - venkov
g68aa8g,64628019,Okresní soud Jeseník
cihabsf,00024767,Okresní soud Plzeň - jih
mbsabsb,00024759,Okresní soud Plzeň - město
3q8abrq,00024775,Okresní soud Plzeň - sever
zyaabwu,00024571,Okresní soud Praha - východ
q6zabw2,00024589,Okresní soud Praha - západ
xg9abyu,00024490,Okresní soud v Benešově
npyabyy,00024503,Okresní soud v Berouně
gsgabja,00025054,Okresní soud v Blansku
xgdaer4,00025208,Okresní soud v Bruntále
nemabis,00025089,Okresní soud v Břeclavi
fpmabtu,00024724,Okresní soud v Chebu
pstabqe,00024848,Okresní soud v Chomutově
xvzabmy,00024953,Okresní soud v Chrudimi
9ddabq5,00024821,Okresní soud v České Lípě
mzvabvm,00024635,Okresní soud v Českém Krumlově
ws6abvh,00024627,Okresní soud v Českých Budějovicích
yj4abqb,00024830,Okresní soud v Děčíně
qgwabtq,00024716,Okresní soud v Domažlicích
hgjabnm,00024937,Okresní soud v Havlíčkově Brodě
4t3abh5,00025101,Okresní soud v Hodoníně
8paabmt,00024945,Okresní soud v Hradci Králové
eziabqi,00024856,Okresní soud v Jablonci nad Nisou
n4qabm4,00024961,Okresní soud v Jičíně
t2sabh9,00025119,Okresní soud v Jihlavě
c8kabvr,00024643,Okresní soud v Jindřichově Hradci
6wcabsz,00024732,Okresní soud v Karlových Varech
whtabfc,00025224,Okresní soud v Karviné
dvtaerd,00024511,Okresní soud v Kladně
v43abs7,00024741,Okresní soud v Klatovech
dwpaby3,00024520,Okresní soud v Kolíně
i9habhd,00025127,Okresní soud v Kroměříži
45eabx9,00024538,Okresní soud v Kutné Hoře
579abps,00024864,Okresní soud v Liberci
veyabpw,00024872,Okresní soud v Litoměřicích
kmpabp2,00024881,Okresní soud v Lounech
ub5abxf,00024546,Okresní soud v Mělníku
jiuabxj,00024554,Okresní soud v Mladé Boleslavi
bueabp5,00024899,Okresní soud v Mostě
ebfabm8,00024970,Okresní soud v Náchodě
79naery,00025232,Okresní soud v Novém Jičíně
arjabxp,00024562,Okresní soud v Nymburce
mqiabfg,00025241,Okresní soud v Olomouci
g2xaesr,00025259,Okresní soud v Opavě
2mhaesg,00025267,Okresní soud v Ostravě
5h6abkg,00024988,Okresní soud v Pardubicích
4fbabux,00024651,Okresní soud v Pelhřimově
tm2abu5,00024660,Okresní soud v Písku
iurabu8,00024678,Okresní soud v Prachaticích
af8abhj,00025135,Okresní soud v Prostějově
cw9abfm,00025275,Okresní soud v Přerově
gdqabw6,00024597,Okresní soud v Příbrami
7kfabvc,00024601,Okresní soud v Rakovníku
rt8aesm,00024783,Okresní soud v Rokycanech
uqvabkk,00024996,Okresní soud v Rychnově nad Kněžnou
jxkabkp,00025003,Okresní soud v Semilech
sxxabrt,00024791,Okresní soud v Sokolově
35yabet,00025283,Okresní soud v Šumperku
y97abtk,00024694,Okresní soud v Táboře
h6nabrx,00024805,Okresní soud v Tachově
225abnd,00024902,Okresní soud v Teplicích
2c2abj3,00025020,Okresní soud v Trutnově
besaeta,00025143,Okresní soud v Třebíči
znxabgr,00025151,Okresní soud v Uherském Hradišti
r9uabnh,00024911,Okresní soud v Ústí nad Labem
rjrabj7,00025038,Okresní soud v Ústí nad Orlicí
nn4aera,00025216,Okresní soud ve Frýdku Místku
93gabte,00024686,Okresní soud ve Strakonicích
a6babkt,00025011,Okresní soud ve Svitavách
tcpabex,00025291,Okresní soud ve Vsetíně
dmcabiw,00025097,Okresní soud ve Zlíně
f4dabgy,00025178,Okresní soud ve Znojmě
7a4abf8,00025186,Okresní soud ve Žďáru nad Sázavou
qvnabgu,00025160,Okresní soud Vyškov
sfsacvp,00006963,Okresní správa sociálního zabezpečení Benešov
283acvj,00006963,Okresní správa sociálního zabezpečení Beroun
ydaadab,00006963,Okresní správa sociálního zabezpečení Blansko
hxuadbz,00006963,Okresní správa sociálního zabezpečení Brno-venkov
czsadfu,00006963,Okresní správa sociálního zabezpečení Bruntál
sq5adbw,00006963,Okresní správa sociálního zabezpečení Břeclav
99eac2m,00006963,Okresní správa sociálního zabezpečení Cheb
z58ac55,00006963,Okresní správa sociálního zabezpečení Chomutov
r22ac8j,00006963,Okresní správa sociálního zabezpečení Chrudim
gjnac5d,00006963,Okresní správa sociálního zabezpečení Česká Lípa
3w6acyv,00006963,Okresní správa sociálního zabezpečení České Budějovice
cqfaczn,00006963,Okresní správa sociálního zabezpečení Český  Krumlov
rcxac59,00006963,Okresní správa sociálního zabezpečení Děčín
zf5ac2t,00006963,Okresní správa sociálního zabezpečení Domažlice
ms3adfq,00006963,Okresní správa sociálního zabezpečení Frýdek-Místek
3ieadbq,00006963,Okresní správa sociálního zabezpečení Havlíčkův Brod
cbpadci,00006963,Okresní správa sociálního zabezpečení Hodonín
g9rac8p,00006963,Okresní správa sociálního zabezpečení Hradec Králové
axhac6v,00006963,Okresní správa sociálního zabezpečení Jablonec n.N.
wkcadfj,00006963,Okresní správa sociálního zabezpečení Jeseník
2ubac8d,00006963,Okresní správa sociálního zabezpečení Jičín
k4yadce,00006963,Okresní správa sociálního zabezpečení Jihlava
mhqaczi,00006963,Okresní správa sociálního zabezpečení Jindřichův  Hradec
i2pac3f,00006963,Okresní správa sociálního zabezpečení Karlovy Vary
7dmadff,00006963,Okresní správa sociálního zabezpečení Karviná
b2cacwb,00006963,Okresní správa sociálního zabezpečení Kladno
viedtba,00006963,Okresní správa sociálního zabezpečení Klatovy
ktmacw7,00006963,Okresní správa sociálního zabezpečení Kolín
vv9adca,00006963,Okresní správa sociálního zabezpečení Kroměříž
vkwacw4,00006963,Okresní správa sociálního zabezpečení Kutná Hora
jqsac6s,00006963,Okresní správa sociálního zabezpečení Liberec
uh3ac6n,00006963,Okresní správa sociálního zabezpečení Litoměřice
5bcac6g,00006963,Okresní správa sociálního zabezpečení Louny
6d7acwy,00006963,Okresní správa sociálního zabezpečení Mělník
e7gacxq,00006963,Okresní správa sociálního zabezpečení Mladá Boleslav
d4mac7a,00006963,Okresní správa sociálního zabezpečení Most
bmkac98,00006963,Okresní správa sociálního zabezpečení Náchod
f6wadg9,00006963,Okresní správa sociálního zabezpečení Nový Jičín
pyracxk,00006963,Okresní správa sociálního zabezpečení Nymburk
qx7adg5,00006963,Okresní správa sociálního zabezpečení Olomouc
zrgadgy,00006963,Okresní správa sociálního zabezpečení Opava
airadhs,00006963,Okresní správa sociálního zabezpečení Ostrava
kevac94,00006963,Okresní správa sociálního zabezpečení Pardubice
6piadc5,00006963,Okresní správa sociálního zabezpečení Pelhřimov
wazacze,00006963,Okresní správa sociálního zabezpečení Písek
4k9ac38,00006963,Okresní správa sociálního zabezpečení Plzeň - město
deiac4y,00006963,Okresní správa sociálního zabezpečení Plzeň - sever
ttyac3b,00006963,Okresní správa sociálního zabezpečení Plzeň-jih
64aacz8,00006963,Okresní správa sociálního zabezpečení Prachatice
yr2acxh,00006963,Okresní správa sociálního zabezpečení Praha - východ
9jbacxb,00006963,Okresní správa sociálního zabezpečení Praha - západ
jb2adhn,00006963,Okresní správa sociálního zabezpečení Prostějov
t5badhg,00006963,Okresní správa sociálního zabezpečení Přerov
ickacy5,00006963,Okresní správa sociálního zabezpečení Příbram
s5vacyz,00006963,Okresní správa sociálního zabezpečení Rakovník
m7tac4u,00006963,Okresní správa sociálního zabezpečení Rokycany
u76ac9y,00006963,Okresní správa sociálního zabezpečení Rychnov nad Kněžnou
nvwac76,00006963,Okresní správa sociálního zabezpečení Semily
wy4ac4q,00006963,Okresní správa sociálního zabezpečení Sokolov
fvjac22,00006963,Okresní správa sociálního zabezpečení Strakonice
5zfac9s,00006963,Okresní správa sociálního zabezpečení Svitavy
4wkadhc,00006963,Okresní správa sociálního zabezpečení Šumperk
